Wed Jun  2 11:05:12 EDT 1993
Astronomical silicate                   
Computed by B.T.Draine (cf Laor, A., & Draine, B.T. 1993, ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
2.113E-03 7.418E-03 9.565E-05  9.01E-01
1.995E-03 6.571E-03 9.214E-05  9.08E-01
1.884E-03 5.792E-03 8.309E-05  9.17E-01
1.778E-03 5.079E-03 7.128E-05  9.27E-01
1.679E-03 4.436E-03 4.436E-05  9.34E-01
1.585E-03 7.098E-03 7.001E-05  9.38E-01
1.496E-03 6.208E-03 6.556E-05  9.43E-01
1.413E-03 6.028E-03 6.721E-05  9.49E-01
1.334E-03 5.281E-03 6.360E-05  9.54E-01
1.259E-03 4.614E-03 5.869E-05  9.58E-01
1.189E-03 4.021E-03 5.371E-05  9.62E-01
1.122E-03 3.477E-03 4.860E-05  9.66E-01
1.059E-03 3.002E-03 4.356E-05  9.69E-01
1.000E-03 2.580E-03 3.820E-05  9.71E-01

2.512E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.443E-07 1.007E-19  0.00E+00
9.441E+02 3.863E-07 1.268E-19  0.00E+00
8.913E+02 4.335E-07 1.596E-19  0.00E+00
8.414E+02 4.864E-07 2.010E-19  0.00E+00
7.943E+02 5.458E-07 2.530E-19  0.00E+00
7.499E+02 6.125E-07 3.185E-19  0.00E+00
7.079E+02 6.873E-07 4.010E-19  0.00E+00
6.683E+02 7.712E-07 5.048E-19  0.00E+00
6.310E+02 8.654E-07 6.355E-19  0.00E+00
5.957E+02 9.711E-07 8.001E-19  0.00E+00
5.623E+02 1.090E-06 1.007E-18  0.00E+00
5.309E+02 1.223E-06 1.268E-18  0.00E+00
5.012E+02 1.372E-06 1.597E-18  0.00E+00
4.732E+02 1.540E-06 2.010E-18  0.00E+00
4.467E+02 1.729E-06 2.531E-18  0.00E+00
4.217E+02 1.941E-06 3.186E-18  0.00E+00
3.981E+02 2.178E-06 4.011E-18  0.00E+00
3.758E+02 2.445E-06 5.050E-18  0.00E+00
3.548E+02 2.744E-06 6.359E-18  0.00E+00
3.350E+02 3.081E-06 8.005E-18  0.00E+00
3.162E+02 3.459E-06 1.008E-17  0.00E+00
2.985E+02 3.884E-06 1.269E-17  0.00E+00
2.818E+02 4.361E-06 1.598E-17  0.00E+00
2.661E+02 4.897E-06 2.012E-17  0.00E+00
2.512E+02 5.499E-06 2.533E-17  0.00E+00
2.371E+02 6.177E-06 3.190E-17  0.00E+00
2.239E+02 6.940E-06 4.016E-17  0.00E+00
2.113E+02 7.798E-06 5.056E-17  0.00E+00
1.995E+02 8.763E-06 6.367E-17  0.00E+00
1.884E+02 9.846E-06 8.017E-17  0.00E+00
1.778E+02 1.106E-05 1.010E-16  0.00E+00
1.679E+02 1.244E-05 1.271E-16  0.00E+00
1.585E+02 1.399E-05 1.601E-16  0.00E+00
1.496E+02 1.573E-05 2.016E-16  0.00E+00
1.413E+02 1.770E-05 2.539E-16  0.00E+00
1.334E+02 1.993E-05 3.198E-16  0.00E+00
1.259E+02 2.243E-05 4.028E-16  0.00E+00
1.189E+02 2.526E-05 5.074E-16  0.00E+00
1.122E+02 2.844E-05 6.392E-16  0.00E+00
1.059E+02 3.207E-05 8.050E-16  0.00E+00
1.000E+02 3.616E-05 1.014E-15  0.00E+00
9.441E+01 4.080E-05 1.277E-15  0.00E+00
8.913E+01 4.604E-05 1.609E-15  0.00E+00
8.414E+01 5.200E-05 2.026E-15  0.00E+00
7.943E+01 5.876E-05 2.552E-15  0.00E+00
7.499E+01 6.636E-05 3.215E-15  0.00E+00
7.079E+01 7.505E-05 4.048E-15  0.00E+00
6.683E+01 8.491E-05 5.096E-15  0.00E+00
6.310E+01 9.607E-05 6.414E-15  0.00E+00
5.957E+01 1.087E-04 8.072E-15  0.00E+00
5.623E+01 1.229E-04 1.015E-14  0.00E+00
5.309E+01 1.390E-04 1.276E-14  0.00E+00
5.012E+01 1.570E-04 1.603E-14  0.00E+00
4.732E+01 1.773E-04 2.013E-14  0.00E+00
4.467E+01 2.001E-04 2.527E-14  0.00E+00
4.217E+01 2.257E-04 3.169E-14  0.00E+00
3.981E+01 2.540E-04 3.964E-14  0.00E+00
3.758E+01 2.853E-04 4.957E-14  0.00E+00
3.548E+01 3.188E-04 6.214E-14  0.00E+00
3.350E+01 3.568E-04 7.790E-14  0.00E+00
3.162E+01 4.020E-04 9.758E-14  0.00E+00
2.985E+01 4.539E-04 1.221E-13  0.00E+00
2.818E+01 5.118E-04 1.521E-13  0.00E+00
2.661E+01 5.784E-04 1.896E-13  0.00E+00
2.512E+01 6.556E-04 2.365E-13  0.00E+00
2.371E+01 7.413E-04 2.923E-13  0.00E+00
2.239E+01 8.415E-04 3.613E-13  0.00E+00
2.113E+01 9.575E-04 4.404E-13  0.00E+00
1.995E+01 1.096E-03 5.308E-13  0.00E+00
1.884E+01 1.219E-03 5.933E-13  0.00E+00
1.778E+01 1.224E-03 6.095E-13  0.00E+00
1.679E+01 1.113E-03 6.164E-13  0.00E+00
1.585E+01 9.521E-04 6.712E-13  0.00E+00
1.496E+01 7.656E-04 1.281E-12  3.34E-07
1.413E+01 7.272E-04 1.196E-12  2.98E-07
1.334E+01 8.688E-04 1.843E-12  3.49E-07
1.259E+01 1.147E-03 2.656E-12  3.78E-07
1.189E+01 1.524E-03 3.664E-12  3.85E-07
1.122E+01 1.982E-03 4.854E-12  3.83E-07
1.059E+01 2.617E-03 6.407E-12  3.72E-07
1.000E+01 3.177E-03 7.148E-12  3.82E-07
9.441E+00 3.547E-03 7.197E-12  4.07E-07
8.913E+00 2.262E-03 3.497E-12  9.41E-07
8.414E+00 1.572E-03 1.905E-12  1.06E-06
7.943E+00 7.517E-04 1.012E-12  1.18E-06
7.499E+00 3.317E-04 2.336E-12  1.33E-06
7.079E+00 2.604E-04 4.935E-12  1.49E-06
6.683E+00 2.736E-04 6.419E-12  1.09E-06
6.310E+00 2.718E-04 9.240E-12  1.24E-06
5.957E+00 2.655E-04 1.278E-11  1.41E-06
5.623E+00 2.612E-04 1.728E-11  1.60E-06
5.309E+00 2.609E-04 2.302E-11  1.82E-06
5.012E+00 2.642E-04 3.032E-11  2.06E-06
4.732E+00 2.707E-04 3.956E-11  2.32E-06
4.467E+00 2.793E-04 5.127E-11  2.62E-06
4.217E+00 2.897E-04 6.606E-11  2.95E-06
3.981E+00 3.003E-04 8.473E-11  3.33E-06
3.758E+00 3.108E-04 1.083E-10  3.74E-06
3.548E+00 3.220E-04 1.381E-10  4.21E-06
3.350E+00 3.335E-04 1.756E-10  4.74E-06
3.162E+00 3.438E-04 2.230E-10  5.32E-06
2.985E+00 3.553E-04 2.830E-10  5.98E-06
2.818E+00 3.682E-04 3.587E-10  6.72E-06
2.661E+00 3.821E-04 4.542E-10  7.55E-06
2.512E+00 3.971E-04 5.745E-10  8.48E-06
2.371E+00 4.135E-04 7.262E-10  9.53E-06
2.239E+00 4.307E-04 9.173E-10  1.07E-05
2.113E+00 4.493E-04 1.158E-09  1.20E-05
1.995E+00 4.691E-04 1.461E-09  1.35E-05
1.884E+00 4.901E-04 1.843E-09  1.51E-05
1.778E+00 5.127E-04 2.324E-09  1.70E-05
1.679E+00 5.376E-04 2.929E-09  1.91E-05
1.585E+00 5.649E-04 3.689E-09  2.14E-05
1.496E+00 5.935E-04 4.647E-09  2.40E-05
1.413E+00 6.234E-04 5.852E-09  2.69E-05
1.334E+00 6.549E-04 7.370E-09  3.02E-05
1.259E+00 6.884E-04 9.279E-09  3.39E-05
1.189E+00 7.258E-04 1.169E-08  3.81E-05
1.122E+00 7.657E-04 1.472E-08  4.27E-05
1.059E+00 8.079E-04 1.853E-08  4.79E-05
1.000E+00 8.528E-04 2.333E-08  5.38E-05
9.441E-01 9.007E-04 2.936E-08  6.03E-05
8.913E-01 9.512E-04 3.697E-08  6.77E-05
8.414E-01 1.004E-03 4.656E-08  7.59E-05
7.943E-01 1.060E-03 5.865E-08  8.52E-05
7.499E-01 1.119E-03 7.389E-08  9.56E-05
7.079E-01 1.181E-03 9.313E-08  1.07E-04
6.683E-01 1.246E-03 1.174E-07  1.20E-04
6.310E-01 1.316E-03 1.480E-07  1.35E-04
5.957E-01 1.390E-03 1.868E-07  1.52E-04
5.623E-01 1.467E-03 2.358E-07  1.70E-04
5.309E-01 1.549E-03 2.978E-07  1.91E-04
5.012E-01 1.636E-03 3.763E-07  2.15E-04
4.732E-01 1.727E-03 4.758E-07  2.41E-04
4.467E-01 1.822E-03 6.024E-07  2.71E-04
4.217E-01 1.923E-03 7.636E-07  3.05E-04
3.981E-01 2.027E-03 9.686E-07  3.42E-04
3.758E-01 2.132E-03 1.231E-06  3.85E-04
3.548E-01 2.241E-03 1.567E-06  4.33E-04
3.350E-01 2.354E-03 1.999E-06  4.87E-04
3.162E-01 2.468E-03 2.554E-06  5.48E-04
2.985E-01 2.583E-03 3.276E-06  6.18E-04
2.818E-01 2.697E-03 4.214E-06  6.97E-04
2.661E-01 2.806E-03 5.446E-06  7.87E-04
2.512E-01 2.906E-03 7.075E-06  8.90E-04
2.371E-01 2.859E-03 9.272E-06  1.01E-03
2.239E-01 3.134E-03 1.235E-05  1.15E-03
2.113E-01 4.510E-03 1.657E-05  1.31E-03
1.995E-01 6.399E-03 2.229E-05  1.50E-03
1.884E-01 9.462E-03 3.042E-05  1.73E-03
1.778E-01 1.464E-02 4.174E-05  1.99E-03
1.679E-01 2.135E-02 5.776E-05  2.30E-03
1.585E-01 3.085E-02 8.313E-05  2.70E-03
1.496E-01 6.236E-02 1.281E-04  3.06E-03
1.413E-01 1.123E-01 1.445E-04  2.76E-03
1.334E-01 1.067E-01 1.691E-04  3.16E-03
1.259E-01 1.184E-01 2.143E-04  3.49E-03
1.189E-01 1.487E-01 2.931E-04  3.72E-03
1.122E-01 1.733E-01 3.732E-04  3.99E-03
1.059E-01 2.134E-01 5.372E-04  4.22E-03
1.000E-01 2.746E-01 7.179E-04  4.22E-03
9.441E-02 3.285E-01 9.203E-04  4.39E-03
8.913E-02 3.705E-01 1.063E-03  4.71E-03
8.414E-02 4.011E-01 1.367E-03  5.23E-03
7.943E-02 4.785E-01 1.900E-03  5.50E-03
7.499E-02 5.677E-01 2.583E-03  5.80E-03
7.079E-02 6.216E-01 3.206E-03  6.36E-03
6.683E-02 6.264E-01 3.713E-03  7.15E-03
6.310E-02 5.210E-01 3.521E-03  8.27E-03
5.957E-02 3.244E-01 2.142E-03  9.82E-03
5.623E-02 2.610E-01 1.370E-03  1.15E-02
5.309E-02 2.447E-01 1.254E-03  1.31E-02
5.012E-02 2.338E-01 1.229E-03  1.49E-02
4.732E-02 2.252E-01 1.251E-03  1.69E-02
4.467E-02 2.178E-01 1.301E-03  1.91E-02
4.217E-02 2.106E-01 1.366E-03  2.16E-02
3.981E-02 2.033E-01 1.442E-03  2.44E-02
3.758E-02 1.957E-01 1.521E-03  2.75E-02
3.548E-02 1.878E-01 1.603E-03  3.10E-02
3.350E-02 1.795E-01 1.682E-03  3.50E-02
3.162E-02 1.707E-01 1.754E-03  3.94E-02
2.985E-02 1.618E-01 1.821E-03  4.45E-02
2.818E-02 1.526E-01 1.874E-03  5.01E-02
2.661E-02 1.434E-01 1.914E-03  5.65E-02
2.512E-02 1.341E-01 1.932E-03  6.37E-02
2.371E-02 1.249E-01 1.914E-03  7.18E-02
2.239E-02 1.206E-01 1.947E-03  8.10E-02
2.113E-02 1.141E-01 1.970E-03  9.13E-02
1.995E-02 1.078E-01 1.931E-03  1.03E-01
1.884E-02 1.115E-01 2.063E-03  1.16E-01
1.778E-02 1.050E-01 2.184E-03  1.31E-01
1.679E-02 9.899E-02 2.217E-03  1.47E-01
1.585E-02 9.338E-02 2.218E-03  1.66E-01
1.496E-02 8.795E-02 2.198E-03  1.87E-01
1.413E-02 8.257E-02 2.138E-03  2.10E-01
1.334E-02 8.124E-02 2.070E-03  2.37E-01
1.259E-02 7.920E-02 2.139E-03  2.66E-01
1.189E-02 7.371E-02 2.123E-03  2.98E-01
1.122E-02 6.825E-02 1.918E-03  3.34E-01
1.059E-02 8.234E-02 1.937E-03  3.74E-01
1.000E-02 7.656E-02 2.283E-03  4.16E-01
9.441E-03 7.071E-02 2.298E-03  4.60E-01
8.913E-03 6.504E-02 2.224E-03  5.06E-01
8.414E-03 5.958E-02 2.112E-03  5.54E-01
7.943E-03 5.441E-02 1.975E-03  6.01E-01
7.499E-03 4.956E-02 1.784E-03  6.45E-01
7.079E-03 4.920E-02 1.798E-03  6.85E-01
6.683E-03 4.470E-02 1.713E-03  7.19E-01
6.310E-03 4.051E-02 1.612E-03  7.47E-01
5.957E-03 3.668E-02 1.511E-03  7.67E-01
5.623E-03 3.306E-02 1.409E-03  7.83E-01
5.309E-03 2.978E-02 1.307E-03  7.95E-01
5.012E-03 2.680E-02 1.208E-03  8.07E-01
4.732E-03 2.407E-02 1.111E-03  8.21E-01
4.467E-03 2.157E-02 1.014E-03  8.38E-01
4.217E-03 1.930E-02 9.212E-04  8.55E-01
3.981E-03 1.722E-02 8.329E-04  8.72E-01
3.758E-03 1.534E-02 7.507E-04  8.85E-01
3.548E-03 1.363E-02 6.738E-04  8.94E-01
3.350E-03 1.208E-02 6.026E-04  9.01E-01
3.162E-03 1.069E-02 5.359E-04  9.08E-01
2.985E-03 9.460E-03 4.744E-04  9.17E-01
2.818E-03 8.308E-03 4.125E-04  9.27E-01
2.661E-03 7.251E-03 3.534E-04  9.34E-01
2.512E-03 6.349E-03 2.889E-04  9.38E-01
2.371E-03 5.553E-03 1.710E-04  9.43E-01
2.239E-03 1.313E-02 2.470E-04  9.49E-01
2.113E-03 1.172E-02 2.533E-04  9.54E-01
1.995E-03 1.039E-02 2.428E-04  9.58E-01
1.884E-03 9.159E-03 2.182E-04  9.62E-01
1.778E-03 8.035E-03 1.866E-04  9.66E-01
1.679E-03 7.019E-03 1.157E-04  9.69E-01
1.585E-03 1.122E-02 1.818E-04  9.71E-01
1.496E-03 9.817E-03 1.696E-04  9.74E-01
1.413E-03 9.534E-03 1.735E-04  9.76E-01
1.334E-03 8.355E-03 1.638E-04  9.79E-01
1.259E-03 7.301E-03 1.508E-04  9.81E-01
1.189E-03 6.364E-03 1.377E-04  9.82E-01
1.122E-03 5.504E-03 1.244E-04  9.84E-01
1.059E-03 4.753E-03 1.113E-04  9.86E-01
1.000E-03 4.086E-03 9.748E-05  9.87E-01

3.981E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 5.456E-07 6.355E-19  0.00E+00
9.441E+02 6.122E-07 8.000E-19  0.00E+00
8.913E+02 6.870E-07 1.007E-18  0.00E+00
8.414E+02 7.709E-07 1.268E-18  0.00E+00
7.943E+02 8.651E-07 1.596E-18  0.00E+00
7.499E+02 9.707E-07 2.010E-18  0.00E+00
7.079E+02 1.089E-06 2.530E-18  0.00E+00
6.683E+02 1.222E-06 3.185E-18  0.00E+00
6.310E+02 1.372E-06 4.010E-18  0.00E+00
5.957E+02 1.539E-06 5.049E-18  0.00E+00
5.623E+02 1.727E-06 6.356E-18  0.00E+00
5.309E+02 1.938E-06 8.002E-18  0.00E+00
5.012E+02 2.175E-06 1.007E-17  0.00E+00
4.732E+02 2.441E-06 1.268E-17  0.00E+00
4.467E+02 2.740E-06 1.597E-17  0.00E+00
4.217E+02 3.076E-06 2.010E-17  0.00E+00
3.981E+02 3.452E-06 2.531E-17  0.00E+00
3.758E+02 3.874E-06 3.187E-17  0.00E+00
3.548E+02 4.349E-06 4.012E-17  0.00E+00
3.350E+02 4.883E-06 5.051E-17  0.00E+00
3.162E+02 5.483E-06 6.359E-17  0.00E+00
2.985E+02 6.156E-06 8.006E-17  0.00E+00
2.818E+02 6.912E-06 1.008E-16  0.00E+00
2.661E+02 7.761E-06 1.269E-16  0.00E+00
2.512E+02 8.715E-06 1.598E-16  0.00E+00
2.371E+02 9.790E-06 2.013E-16  0.00E+00
2.239E+02 1.100E-05 2.534E-16  0.00E+00
2.113E+02 1.236E-05 3.190E-16  0.00E+00
1.995E+02 1.389E-05 4.017E-16  0.00E+00
1.884E+02 1.561E-05 5.058E-16  0.00E+00
1.778E+02 1.754E-05 6.370E-16  0.00E+00
1.679E+02 1.971E-05 8.022E-16  0.00E+00
1.585E+02 2.217E-05 1.010E-15  0.00E+00
1.496E+02 2.494E-05 1.272E-15  0.00E+00
1.413E+02 2.806E-05 1.602E-15  0.00E+00
1.334E+02 3.158E-05 2.018E-15  0.00E+00
1.259E+02 3.555E-05 2.542E-15  0.00E+00
1.189E+02 4.003E-05 3.201E-15  0.00E+00
1.122E+02 4.508E-05 4.033E-15  0.00E+00
1.059E+02 5.082E-05 5.079E-15  0.00E+00
1.000E+02 5.730E-05 6.398E-15  0.00E+00
9.441E+01 6.466E-05 8.059E-15  0.00E+00
8.913E+01 7.297E-05 1.015E-14  0.00E+00
8.414E+01 8.241E-05 1.279E-14  0.00E+00
7.943E+01 9.312E-05 1.610E-14  0.00E+00
7.499E+01 1.052E-04 2.028E-14  0.00E+00
7.079E+01 1.189E-04 2.554E-14  0.00E+00
6.683E+01 1.346E-04 3.215E-14  0.00E+00
6.310E+01 1.523E-04 4.047E-14  0.00E+00
5.957E+01 1.722E-04 5.093E-14  0.00E+00
5.623E+01 1.948E-04 6.405E-14  0.00E+00
5.309E+01 2.203E-04 8.052E-14  0.00E+00
5.012E+01 2.488E-04 1.012E-13  0.00E+00
4.732E+01 2.810E-04 1.270E-13  0.00E+00
4.467E+01 3.172E-04 1.594E-13  0.00E+00
4.217E+01 3.577E-04 1.999E-13  0.00E+00
3.981E+01 4.026E-04 2.501E-13  0.00E+00
3.758E+01 4.522E-04 3.128E-13  0.00E+00
3.548E+01 5.052E-04 3.921E-13  0.00E+00
3.350E+01 5.655E-04 4.915E-13  0.00E+00
3.162E+01 6.371E-04 6.157E-13  0.00E+00
2.985E+01 7.194E-04 7.701E-13  0.00E+00
2.818E+01 8.111E-04 9.597E-13  0.00E+00
2.661E+01 9.167E-04 1.196E-12  0.00E+00
2.512E+01 1.039E-03 1.493E-12  0.00E+00
2.371E+01 1.175E-03 1.844E-12  2.57E-07
2.239E+01 1.334E-03 2.280E-12  2.74E-07
2.113E+01 1.518E-03 2.779E-12  2.92E-07
1.995E+01 1.737E-03 3.349E-12  3.10E-07
1.884E+01 1.931E-03 3.744E-12  3.33E-07
1.778E+01 1.939E-03 3.846E-12  3.76E-07
1.679E+01 1.765E-03 3.890E-12  4.37E-07
1.585E+01 1.509E-03 4.235E-12  5.16E-07
1.496E+01 1.280E-03 5.257E-12  6.16E-07
1.413E+01 1.153E-03 7.545E-12  7.48E-07
1.334E+01 1.377E-03 1.163E-11  8.76E-07
1.259E+01 1.818E-03 1.676E-11  9.48E-07
1.189E+01 2.416E-03 2.312E-11  9.67E-07
1.122E+01 3.141E-03 3.063E-11  9.62E-07
1.059E+01 4.148E-03 4.042E-11  9.34E-07
1.000E+01 5.035E-03 4.510E-11  9.59E-07
9.441E+00 5.622E-03 4.541E-11  1.02E-06
8.913E+00 4.182E-03 2.424E-11  1.20E-06
8.414E+00 2.702E-03 1.213E-11  1.43E-06
7.943E+00 1.191E-03 6.386E-12  2.97E-06
7.499E+00 5.569E-04 1.284E-11  2.02E-06
7.079E+00 4.381E-04 2.565E-11  2.37E-06
6.683E+00 4.336E-04 4.050E-11  2.73E-06
6.310E+00 4.308E-04 5.830E-11  3.12E-06
5.957E+00 4.208E-04 8.066E-11  3.55E-06
5.623E+00 4.139E-04 1.091E-10  4.03E-06
5.309E+00 4.134E-04 1.452E-10  4.57E-06
5.012E+00 4.187E-04 1.913E-10  5.17E-06
4.732E+00 4.291E-04 2.496E-10  5.84E-06
4.467E+00 4.426E-04 3.235E-10  6.58E-06
4.217E+00 4.592E-04 4.168E-10  7.42E-06
3.981E+00 4.759E-04 5.346E-10  8.36E-06
3.758E+00 4.925E-04 6.835E-10  9.40E-06
3.548E+00 5.103E-04 8.714E-10  1.06E-05
3.350E+00 5.285E-04 1.108E-09  1.19E-05
3.162E+00 5.448E-04 1.407E-09  1.34E-05
2.985E+00 5.632E-04 1.785E-09  1.50E-05
2.818E+00 5.836E-04 2.263E-09  1.69E-05
2.661E+00 6.056E-04 2.866E-09  1.90E-05
2.512E+00 6.294E-04 3.625E-09  2.13E-05
2.371E+00 6.554E-04 4.582E-09  2.39E-05
2.239E+00 6.827E-04 5.788E-09  2.69E-05
2.113E+00 7.121E-04 7.304E-09  3.02E-05
1.995E+00 7.436E-04 9.216E-09  3.39E-05
1.884E+00 7.768E-04 1.163E-08  3.80E-05
1.778E+00 8.126E-04 1.466E-08  4.27E-05
1.679E+00 8.522E-04 1.848E-08  4.79E-05
1.585E+00 8.955E-04 2.328E-08  5.37E-05
1.496E+00 9.407E-04 2.932E-08  6.03E-05
1.413E+00 9.882E-04 3.693E-08  6.76E-05
1.334E+00 1.038E-03 4.650E-08  7.59E-05
1.259E+00 1.091E-03 5.855E-08  8.52E-05
1.189E+00 1.151E-03 7.375E-08  9.56E-05
1.122E+00 1.214E-03 9.288E-08  1.07E-04
1.059E+00 1.281E-03 1.169E-07  1.20E-04
1.000E+00 1.352E-03 1.472E-07  1.35E-04
9.441E-01 1.428E-03 1.853E-07  1.51E-04
8.913E-01 1.508E-03 2.333E-07  1.70E-04
8.414E-01 1.592E-03 2.938E-07  1.91E-04
7.943E-01 1.681E-03 3.701E-07  2.14E-04
7.499E-01 1.774E-03 4.663E-07  2.40E-04
7.079E-01 1.872E-03 5.877E-07  2.70E-04
6.683E-01 1.976E-03 7.406E-07  3.02E-04
6.310E-01 2.087E-03 9.340E-07  3.40E-04
5.957E-01 2.204E-03 1.179E-06  3.81E-04
5.623E-01 2.328E-03 1.488E-06  4.28E-04
5.309E-01 2.458E-03 1.879E-06  4.80E-04
5.012E-01 2.596E-03 2.375E-06  5.39E-04
4.732E-01 2.741E-03 3.003E-06  6.06E-04
4.467E-01 2.893E-03 3.802E-06  6.81E-04
4.217E-01 3.052E-03 4.820E-06  7.65E-04
3.981E-01 3.218E-03 6.114E-06  8.59E-04
3.758E-01 3.385E-03 7.770E-06  9.66E-04
3.548E-01 3.561E-03 9.893E-06  1.09E-03
3.350E-01 3.740E-03 1.262E-05  1.22E-03
3.162E-01 3.924E-03 1.613E-05  1.38E-03
2.985E-01 4.107E-03 2.069E-05  1.55E-03
2.818E-01 4.290E-03 2.662E-05  1.75E-03
2.661E-01 4.466E-03 3.441E-05  1.98E-03
2.512E-01 4.629E-03 4.471E-05  2.23E-03
2.371E-01 4.557E-03 5.861E-05  2.53E-03
2.239E-01 5.000E-03 7.810E-05  2.88E-03
2.113E-01 7.204E-03 1.048E-04  3.30E-03
1.995E-01 1.023E-02 1.411E-04  3.77E-03
1.884E-01 1.516E-02 1.927E-04  4.34E-03
1.778E-01 2.350E-02 2.646E-04  5.00E-03
1.679E-01 3.435E-02 3.665E-04  5.78E-03
1.585E-01 4.981E-02 5.282E-04  6.78E-03
1.496E-01 1.011E-01 8.151E-04  7.68E-03
1.413E-01 1.813E-01 9.181E-04  6.90E-03
1.334E-01 1.727E-01 1.075E-03  7.92E-03
1.259E-01 1.919E-01 1.363E-03  8.75E-03
1.189E-01 2.415E-01 1.865E-03  9.31E-03
1.122E-01 2.818E-01 2.375E-03  9.99E-03
1.059E-01 3.479E-01 3.422E-03  1.05E-02
1.000E-01 4.466E-01 4.562E-03  1.05E-02
9.441E-02 5.325E-01 5.825E-03  1.10E-02
8.913E-02 5.968E-01 6.677E-03  1.19E-02
8.414E-02 6.461E-01 8.573E-03  1.32E-02
7.943E-02 7.653E-01 1.181E-02  1.39E-02
7.499E-02 8.942E-01 1.579E-02  1.48E-02
7.079E-02 9.597E-01 1.916E-02  1.63E-02
6.683E-02 9.444E-01 2.160E-02  1.85E-02
6.310E-02 7.708E-01 2.000E-02  2.15E-02
5.957E-02 4.826E-01 1.218E-02  2.54E-02
5.623E-02 3.937E-01 7.852E-03  2.96E-02
5.309E-02 3.701E-01 7.168E-03  3.39E-02
5.012E-02 3.538E-01 6.981E-03  3.85E-02
4.732E-02 3.407E-01 7.052E-03  4.37E-02
4.467E-02 3.290E-01 7.263E-03  4.95E-02
4.217E-02 3.176E-01 7.544E-03  5.60E-02
3.981E-02 3.061E-01 7.863E-03  6.33E-02
3.758E-02 2.940E-01 8.185E-03  7.15E-02
3.548E-02 2.816E-01 8.499E-03  8.08E-02
3.350E-02 2.687E-01 8.777E-03  9.12E-02
3.162E-02 2.553E-01 9.000E-03  1.03E-01
2.985E-02 2.418E-01 9.170E-03  1.16E-01
2.818E-02 2.279E-01 9.254E-03  1.31E-01
2.661E-02 2.143E-01 9.255E-03  1.48E-01
2.512E-02 2.006E-01 9.133E-03  1.67E-01
2.371E-02 1.872E-01 8.837E-03  1.88E-01
2.239E-02 1.809E-01 8.750E-03  2.12E-01
2.113E-02 1.714E-01 8.606E-03  2.38E-01
1.995E-02 1.625E-01 8.189E-03  2.68E-01
1.884E-02 1.681E-01 8.445E-03  3.01E-01
1.778E-02 1.585E-01 8.634E-03  3.36E-01
1.679E-02 1.498E-01 8.461E-03  3.75E-01
1.585E-02 1.418E-01 8.164E-03  4.17E-01
1.496E-02 1.339E-01 7.801E-03  4.61E-01
1.413E-02 1.261E-01 7.320E-03  5.07E-01
1.334E-02 1.244E-01 6.832E-03  5.55E-01
1.259E-02 1.214E-01 6.826E-03  6.01E-01
1.189E-02 1.133E-01 6.582E-03  6.45E-01
1.122E-02 1.051E-01 5.807E-03  6.85E-01
1.059E-02 1.264E-01 5.717E-03  7.21E-01
1.000E-02 1.176E-01 6.655E-03  7.47E-01
9.441E-03 1.087E-01 6.654E-03  7.68E-01
8.913E-03 1.001E-01 6.433E-03  7.85E-01
8.414E-03 9.187E-02 6.122E-03  7.97E-01
7.943E-03 8.405E-02 5.745E-03  8.09E-01
7.499E-03 7.674E-02 5.203E-03  8.23E-01
7.079E-03 7.621E-02 5.229E-03  8.39E-01
6.683E-03 6.940E-02 4.959E-03  8.56E-01
6.310E-03 6.303E-02 4.629E-03  8.72E-01
5.957E-03 5.719E-02 4.295E-03  8.85E-01
5.623E-03 5.164E-02 3.963E-03  8.94E-01
5.309E-03 4.659E-02 3.640E-03  9.01E-01
5.012E-03 4.199E-02 3.329E-03  9.09E-01
4.732E-03 3.776E-02 3.032E-03  9.18E-01
4.467E-03 3.388E-02 2.748E-03  9.27E-01
4.217E-03 3.033E-02 2.483E-03  9.34E-01
3.981E-03 2.710E-02 2.239E-03  9.39E-01
3.758E-03 2.416E-02 2.009E-03  9.43E-01
3.548E-03 2.148E-02 1.793E-03  9.49E-01
3.350E-03 1.905E-02 1.593E-03  9.54E-01
3.162E-03 1.687E-02 1.410E-03  9.58E-01
2.985E-03 1.494E-02 1.244E-03  9.62E-01
2.818E-03 1.313E-02 1.078E-03  9.66E-01
2.661E-03 1.146E-02 9.210E-04  9.69E-01
2.512E-03 1.004E-02 7.503E-04  9.71E-01
2.371E-03 8.784E-03 4.426E-04  9.74E-01
2.239E-03 2.071E-02 6.360E-04  9.76E-01
2.113E-03 1.850E-02 6.511E-04  9.79E-01
1.995E-03 1.641E-02 6.227E-04  9.81E-01
1.884E-03 1.447E-02 5.585E-04  9.82E-01
1.778E-03 1.270E-02 4.770E-04  9.84E-01
1.679E-03 1.110E-02 2.954E-04  9.86E-01
1.585E-03 1.772E-02 4.624E-04  9.87E-01
